Plot,Treatment,CF14_Seeds,CF14_AWeight,CF14_Date,CF14_Day,CM14_Seeds,CM14_AWeight,CM14_Date,CM14_Day,CM15_DiscDiameter,CM15_RayDiameter,RDN15_Seeds,RDN15_AWeight,SW15_Seeds,SW15_AWeight,CW15_Seeds,CW15_AWeight,CF15_Seeds,CF15_AWeight,CM15_Seeds,CM15_AWeight,CM15_Date,CM15_Day,CF15_Nectar,RDN15_Nectar,SW15_Nectar
16,Control,24,0.003720833,23/07/2014,204,NA,NA,NA,NA,12.1,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Heat+Water,29,0.003672414,15/07/2014,196,234,0.001577778,31/07/2014,212,14.6,32.2,NA,NA,22,0.000622727,12,0.000458333,NA,NA,275,0.000954545,10/08/2015,222,NA,NA,0.007788162
17,Heat+Water,20,0.002725,15/07/2014,196,321,0.001323988,31/07/2014,212,10.8,25.3,NA,NA,9,0.001033333,14,0.00035,NA,NA,335,0.001449254,10/08/2015,222,NA,NA,0.030062305
17,Heat+Water,15,0.002993333,15/07/2014,196,231,0.000600433,31/07/2014,212,12.7,36.8,NA,NA,15,0.000606667,9,0.000122222,NA,NA,221,0.001227602,10/08/2015,222,NA,NA,NA
17,Heat+Water,18,0.001583333,15/07/2014,196,243,0.000992593,14/08/2014,226,12.5,29.7,NA,NA,13,0.0004,11,0.000454545,NA,NA,267,0.001156929,13/08/2015,225,NA,NA,NA
17,Heat+Water,21,0.002828571,15/07/2014,196,291,0.001067354,14/08/2014,226,13.6,35.3,NA,NA,13,0.000646154,8,0.0005125,NA,NA,223,0.001267265,13/08/2015,225,NA,NA,NA
17,Heat+Water,18,0.004361111,23/07/2014,204,235,0.00089234,14/08/2014,226,11.5,26.7,NA,NA,NA,NA,NA,NA,NA,NA,239,0.001248117,13/08/2015,225,NA,NA,NA
17,Heat+Water,14,0.001857143,23/07/2014,204,NA,NA,NA,NA,12.6,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Heat+Water,21,0.004185714,23/07/2014,204,NA,NA,NA,NA,14.4,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Heat+Water,18,0.004316667,23/07/2014,204,NA,NA,NA,NA,15.4,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Heat+Water,18,0.004116667,23/07/2014,204,NA,NA,NA,NA,13,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Heat,24,0.003733333,15/07/2014,196,184,0.001354348,31/07/2014,212,13.4,42.5,4,0.000825,19,0.000557895,10,0.00038,20,0.00296,236,0.000941525,10/08/2015,222,0.359813084,NA,0.03894081
18,Heat,23,0.003095652,15/07/2014,196,213,0.001366667,31/07/2014,212,11.4,30,NA,NA,17,0.000452941,5,0.00042,15,0.005393333,273,0.001469963,10/08/2015,222,0.352024922,NA,NA
18,Heat,17,0.003894118,15/07/2014,196,297,0.000922896,31/07/2014,212,13.4,35,4,0.00065,20,0.000555,8,0.0004125,22,0.0035,244,0.000860656,10/08/2015,222,0.498442368,NA,NA
18,Heat,20,0.00305,15/07/2014,196,301,0.001139203,14/08/2014,226,12.9,36.2,3,0.000966667,22,0.000463636,7,0.000485714,NA,NA,294,0.001709184,13/08/2015,225,0.210280374,NA,NA
18,Heat,26,0.003003846,15/07/2014,196,296,0.001497635,14/08/2014,226,13.5,32.4,3,0.0008,21,0.000814286,6,0.000483333,NA,NA,267,0.001548315,13/08/2015,225,NA,NA,NA
18,Heat,27,0.004281481,23/07/2014,204,238,0.001065546,14/08/2014,226,14.4,38.6,NA,NA,NA,NA,NA,NA,NA,NA,231,0.001184416,13/08/2015,225,NA,NA,NA
18,Heat,19,0.004805263,23/07/2014,204,NA,NA,NA,NA,12.9,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Heat,21,0.004352381,23/07/2014,204,NA,NA,NA,NA,11.8,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Heat,18,0.002127778,23/07/2014,204,NA,NA,NA,NA,14.7,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Heat,22,0.005159091,23/07/2014,204,NA,NA,NA,NA,15.9,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Water,27,0.003181481,15/07/2014,196,325,0.001119077,31/07/2014,212,14.4,36.1,4,0.001025,19,0.000173684,14,0.000442857,22,0.002963636,270,0.001178148,10/08/2015,222,0.473520249,0.470872274,0.17211838
19,Water,19,0.004042105,15/07/2014,196,208,0.001979808,31/07/2014,212,13.9,38.9,4,0.001,11,8.18E-05,15,0.000306667,30,0.00222,327,0.001656881,10/08/2015,222,0.263239875,0.278816199,NA
19,Water,28,0.003035714,15/07/2014,196,239,0.001667364,31/07/2014,212,14,34.6,4,0.00095,5,0.00024,16,0.00038125,30,0.002633333,271,0.001688192,10/08/2015,222,0.176012461,NA,NA
19,Water,23,0.003056522,15/07/2014,196,291,0.00157457,14/08/2014,226,13.8,35.5,4,0.001,7,0.000342857,17,0.000394118,NA,NA,272,0.001799632,13/08/2015,225,0.750778816,NA,NA
19,Water,27,0.003511111,15/07/2014,196,307,0.001273616,14/08/2014,226,15.5,33.3,4,0.000975,8,0.00025,17,0.000411765,NA,NA,309,0.001396764,13/08/2015,225,0.319314642,NA,NA
19,Water,20,0.002505,23/07/2014,204,297,0.001856229,14/08/2014,226,15,32.7,NA,NA,NA,NA,NA,NA,NA,NA,307,0.001789902,13/08/2015,225,NA,NA,NA
19,Water,37,0.002340541,23/07/2014,204,NA,NA,NA,NA,13.1,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Water,18,0.002983333,23/07/2014,204,NA,NA,NA,NA,16.1,41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Water,23,0.003695652,23/07/2014,204,NA,NA,NA,NA,14.4,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Water,28,0.003642857,23/07/2014,204,NA,NA,NA,NA,14.5,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Control,33,0.003781818,15/07/2014,196,284,0.001016901,31/07/2014,212,14.7,38.2,4,0.00105,6,0.000283333,16,0.00035625,16,0.00493125,365,0.001406301,10/08/2015,222,NA,0.468380062,0.198753894
20,Control,29,0.002934483,15/07/2014,196,305,0.001193443,31/07/2014,212,15.4,38.5,3,0.000666667,12,6.67E-05,15,0.00018,NA,NA,295,0.001282712,10/08/2015,222,NA,0.319314642,0.224299065
20,Control,28,0.003546429,15/07/2014,196,315,0.001775873,31/07/2014,212,16.7,46,4,0.001,7,0.000185714,15,0.00034,NA,NA,286,0.001532168,10/08/2015,222,NA,NA,NA
20,Control,27,0.00287037,15/07/2014,196,234,0.001858547,14/08/2014,226,16.2,39.8,4,0.000875,11,0.000218182,17,0.000276471,NA,NA,337,0.002048368,13/08/2015,225,NA,NA,NA
20,Control,11,0.002963636,15/07/2014,196,304,0.001298026,14/08/2014,226,14.7,32,4,0.0009,7,0.000214286,15,0.0004,NA,NA,223,0.001913901,13/08/2015,225,NA,NA,NA
20,Control,27,0.002944444,23/07/2014,204,324,0.001861728,14/08/2014,226,14.3,31.1,NA,NA,NA,NA,NA,NA,NA,NA,316,0.002075633,13/08/2015,225,NA,NA,NA
20,Control,23,0.005243478,23/07/2014,204,NA,NA,NA,NA,14.9,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Control,22,0.00325,23/07/2014,204,NA,NA,NA,NA,12.6,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Control,21,0.002438095,23/07/2014,204,NA,NA,NA,NA,16.7,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Control,24,0.00375,23/07/2014,204,NA,NA,NA,NA,15.9,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Control,25,0.003588,15/07/2014,196,269,0.002187361,31/07/2014,212,12.4,27.7,4,0.000825,8,0.0003625,8,0.0003125,7,0.005142857,266,0.001459023,10/08/2015,222,0.15576324,0.371339564,0.166978193
21,Control,30,0.00383,15/07/2014,196,289,0.002249135,31/07/2014,212,12,29.6,2,0.0004,19,0.000294737,12,0.000183333,24,0.002095833,312,0.001602885,10/08/2015,222,0.14953271,0.448442368,0.152336449
21,Control,25,0.002912,15/07/2014,196,266,0.000848496,31/07/2014,212,13.3,33,4,0.0006,11,0.0002,16,0.0004375,19,0.002894737,279,0.001347312,10/08/2015,222,NA,NA,NA
21,Control,32,0.00298125,15/07/2014,196,331,0.001400604,14/08/2014,226,12.3,24.9,3,0.000966667,23,0.00036087,18,0.000433333,NA,NA,278,0.001907554,13/08/2015,225,NA,NA,NA
21,Control,25,0.003536,15/07/2014,196,273,0.001277656,14/08/2014,226,15.1,35.2,4,0.00085,8,0.0001,18,0.000166667,NA,NA,340,0.001839118,13/08/2015,225,NA,NA,NA
21,Control,29,0.003524138,23/07/2014,204,254,0.002250787,14/08/2014,226,13.4,33.3,NA,NA,NA,NA,NA,NA,NA,NA,275,0.001537818,13/08/2015,225,NA,NA,NA
21,Control,19,0.003952632,23/07/2014,204,NA,NA,NA,NA,13.8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Control,30,0.003316667,23/07/2014,204,NA,NA,NA,NA,12.9,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Control,24,0.0032125,23/07/2014,204,NA,NA,NA,NA,11.4,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Control,22,0.004477273,23/07/2014,204,NA,NA,NA,NA,14,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Heat,25,0.002496,15/07/2014,196,262,0.001059924,31/07/2014,212,10,26.6,4,0.000825,16,0.00045625,NA,NA,21,0.002447619,245,0.001717551,10/08/2015,222,0.135514019,0.229439252,0.050778816
22,Heat,28,0.002367857,15/07/2014,196,262,0.00089313,31/07/2014,212,11.3,28.2,4,0.000425,10,0.00076,15,0.000433333,21,0.005047619,225,0.001056,10/08/2015,222,0.257009346,0.051401869,NA
22,Heat,22,0.003863636,15/07/2014,196,207,0.001486473,31/07/2014,212,10.1,24.8,2,0.00115,11,0.000190909,11,0.000427273,25,0.003704,221,0.000976923,10/08/2015,222,0.183800623,NA,NA
22,Heat,21,0.002666667,15/07/2014,196,269,0.001589963,14/08/2014,226,12.2,29.5,4,0.000775,20,0.00051,13,0.000346154,NA,NA,247,0.001595142,13/08/2015,225,0.193146417,NA,NA
22,Heat,23,0.002143478,15/07/2014,196,238,0.000960084,14/08/2014,226,13,28.7,4,0.00085,19,0.000368421,4,0.000575,NA,NA,263,0.001542205,13/08/2015,225,NA,NA,NA
22,Heat,24,0.005183333,23/07/2014,204,184,0.001573913,14/08/2014,226,10.7,33,NA,NA,NA,NA,NA,NA,NA,NA,204,0.001357353,13/08/2015,225,NA,NA,NA
22,Heat,10,0.00423,23/07/2014,204,NA,NA,NA,NA,12.9,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Heat,25,0.004532,23/07/2014,204,NA,NA,NA,NA,12,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Heat,22,0.003377273,23/07/2014,204,NA,NA,NA,NA,12.5,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Heat,23,0.005334783,23/07/2014,204,NA,NA,NA,NA,12.8,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Control,27,0.002848148,15/07/2014,196,284,0.002209859,31/07/2014,212,12.4,31.8,4,0.000525,13,0.000115385,13,0.000507692,25,0.0025,282,0.002289007,10/08/2015,222,0.168224299,0.511993769,0.180685358
23,Control,18,0.002505556,15/07/2014,196,197,0.00205736,31/07/2014,212,13.1,31.3,4,0.0008,18,0.000177778,15,0.0004,24,0.0029,248,0.001992742,10/08/2015,222,0.101246106,0.191121495,NA
23,Control,26,0.002792308,15/07/2014,196,244,0.002585656,31/07/2014,212,13.9,28.5,4,0.000825,3,0.000333333,12,0.00045,NA,NA,260,0.001835,10/08/2015,222,NA,NA,NA
23,Control,28,0.001864286,15/07/2014,196,362,0.001969613,14/08/2014,226,10.2,27.3,2,0.0008,12,0.0002,14,0.000414286,NA,NA,260,0.002141923,13/08/2015,225,NA,NA,NA
23,Control,22,0.002136364,15/07/2014,196,294,0.001893537,14/08/2014,226,11.6,25.8,4,0.000975,5,0.00026,12,0.000516667,NA,NA,258,0.001690698,13/08/2015,225,NA,NA,NA
23,Control,21,0.005533333,23/07/2014,204,254,0.002232283,14/08/2014,226,14.2,35.4,NA,NA,NA,NA,NA,NA,NA,NA,288,0.001669444,13/08/2015,225,NA,NA,NA
23,Control,20,0.002015,23/07/2014,204,NA,NA,NA,NA,13.7,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Control,28,0.005485714,23/07/2014,204,NA,NA,NA,NA,12,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Control,17,0.006470588,23/07/2014,204,NA,NA,NA,NA,13,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Control,25,0.002492,23/07/2014,204,NA,NA,NA,NA,12.9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Water,30,0.003543333,15/07/2014,196,283,0.002371378,31/07/2014,212,14.1,35,3,0.000733333,20,0.00019,12,0.0004,NA,NA,267,0.001638577,10/08/2015,222,NA,0.361370717,0.095794393
24,Water,27,0.003466667,15/07/2014,196,349,0.001530946,31/07/2014,212,13,36.6,2,0.001,13,0.000407692,17,0.0004,NA,NA,289,0.00185917,10/08/2015,222,NA,0.372274143,0.111214953
24,Water,15,0.00258,15/07/2014,196,278,0.002014388,31/07/2014,212,12.5,31.9,5,0.00046,6,0.000166667,12,0.000233333,NA,NA,258,0.002229457,10/08/2015,222,NA,NA,NA
24,Water,30,0.00227,15/07/2014,196,330,0.001396364,14/08/2014,226,14.2,37.9,4,0.001075,11,0.0002,14,0.00035,NA,NA,269,0.001862082,13/08/2015,225,NA,NA,NA
24,Water,32,0.002828125,15/07/2014,196,277,0.002118773,14/08/2014,226,15.2,32.4,3,0.0005,14,0.000442857,14,0.000371429,NA,NA,262,0.001501908,13/08/2015,225,NA,NA,NA
24,Water,20,0.002525,23/07/2014,204,205,0.001318537,14/08/2014,226,11.8,28,NA,NA,NA,NA,NA,NA,NA,NA,290,0.001150345,13/08/2015,225,NA,NA,NA
24,Water,24,0.001954167,23/07/2014,204,NA,NA,NA,NA,11.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Water,22,0.002536364,23/07/2014,204,NA,NA,NA,NA,12.9,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Water,23,0.003508696,23/07/2014,204,NA,NA,NA,NA,13.5,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Water,23,0.005186957,23/07/2014,204,NA,NA,NA,NA,11.8,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
